Text,Label,Processed_Text,Tokenized
sap_access,Access to helios,sapaccess,[29]
sap_access,Information about SAP access,sapaccess,[29]
sap_access,"We have applied for the permission of SAP, but it shows that there is no authorization. How should we deal with it?",sapaccess,[29]
sap_access,reactivate sap access,sapaccess,[29]
sap_access,help reactivating my SAP account,sapaccess,[29]
sap_access,reactivate sap id,sapaccess,[29]
sap_access,Hi SAP is not available,sapaccess,[29]
sap_access,sap userid reactivated,sapaccess,[29]
sap_access,create sap account,sapaccess,[29]
sap_access,I need PR4 access,sapaccess,[29]
sap_access,I need access to the CPQ system,sapaccess,[29]
sap_access,please extend validity of user SAP_OSS1 in TD1 310,sapaccess,[29]
sap_access,sap account access,sapaccess,[29]
sap_access,TD3 application access,sapaccess,[29]
sap_access,access for sap,sapaccess,[29]
sap_access,Where can I find information about SAP access?,sapaccess,[29]
sap_access,How to request access to ZPA3 transaction in PR4,sapaccess,[29]
sap_access,How to apply for SAP PR3 Reactivation,sapaccess,[29]
disable_func_mailbox,Can I disable a functional account to a mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,I need to disable a functional account to a mailbox.,disablefuncmailbox,[394]
disable_func_mailbox,Can I disable functional inboxes to my main email account?,disablefuncmailbox,[394]
disable_func_mailbox,Can you educate me on the steps regarding disabling a functional account to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,Functional account mailbox deactivation procedure,disablefuncmailbox,[394]
disable_func_mailbox,Disable mailbox of functional account,disablefuncmailbox,[394]
disable_func_mailbox,How do I disable a functional account to a mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,I need to disable a functional account to my mailbox,disablefuncmailbox,[394]
disable_func_mailbox,How do I disable a functional account to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,What is the process to disable a functional account to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,Where can I find instructions for disabling functional accounts to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,Functional account mailbox deactivation,disablefuncmailbox,[394]
disable_func_mailbox,I need to disable more accounts to the mailbox.,disablefuncmailbox,[394]
disable_func_mailbox,I need to remove accounts on my mailbox.,disablefuncmailbox,[394]
disable_func_mailbox,How can I disable a functional account to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,I need assistance with disabling a functional account to my mailbox,disablefuncmailbox,[394]
disable_func_mailbox,Where do I go to disable functional accounts to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,Could you assist me with disabling an additional account to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,What is the process in order to disable a functional account to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,Can you help me disable functional accounts to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,How do I disable accounts to my mailbox?,disablefuncmailbox,[394]
disable_func_mailbox,Can you explain the steps to disable a functional account to my mailbox?,disablefuncmailbox,[394]
faq_itsm_85,"Need to access old emails in Outlook, how?",faqitsm85,[34]
faq_itsm_85,How to change the duration of email to keep offline? Show me how,faqitsm85,[34]
faq_itsm_85,I would like to have more emails to be accessed off the local PST on my laptop,faqitsm85,[34]
faq_itsm_85,"Outlook is only showing emails a month old, is there a way to change that?",faqitsm85,[34]
faq_itsm_85,I am facing problems downloading old mails,faqitsm85,[34]
faq_itsm_85,I have problems accessing old emails because Outlook is not connecting to the server for old emails,faqitsm85,[34]
faq_itsm_85,I only get one month of emails in Outlook,faqitsm85,[34]
faq_itsm_85,How to change the duration of email to keep offline? Can you find out?,faqitsm85,[34]
faq_itsm_85,Help me view emails from one year ago,faqitsm85,[34]
faq_itsm_85,I need to access old emails in Outlook,faqitsm85,[34]
faq_itsm_85,Why does my Outlook only show one month's worth of emails?,faqitsm85,[34]
faq_itsm_85,How do I change the duration of email to keep offline?,faqitsm85,[34]
faq_itsm_85,Unable to see old mails in Outlook,faqitsm85,[34]
faq_itsm_85,Emails are missing in my Outlook,faqitsm85,[34]
faq_itsm_85,Unable to see any old mails in my Outlook,faqitsm85,[34]
faq_itsm_85,Is there a reason that Outlook only shows emails for the past month?,faqitsm85,[34]
faq_itsm_85,Why can’t I see the old emails in Outlook?,faqitsm85,[34]
faq_itsm_85,Outlook offline message,faqitsm85,[34]
faq_itsm_85,I'd like to know why emails are missing from my Outlook,faqitsm85,[34]
faq_itsm_85,I cannot find old mails,faqitsm85,[34]
faq_itsm_85,Could you explain why Outlook is showing me emails only for one month?,faqitsm85,[34]
faq_itsm_85,I would like to see more than one month of emails on Outlook,faqitsm85,[34]
faq_itsm_85,How to change Outlook cache file size?,faqitsm85,[34]
faq_itsm_85,Outlook is offline,faqitsm85,[34]
faq_itsm_85,Have problems accessing old emails,faqitsm85,[34]
faq_itsm_85,I want to know how to change the duration of email to keep offline,faqitsm85,[34]
faq_itsm_85,Facing issues accessing old emails,faqitsm85,[34]
faq_itsm_85,Steps to change the duration of email to keep offline,faqitsm85,[34]
faq_itsm_85,What to do if there are issues accessing old emails,faqitsm85,[34]
faq_itsm_85,What would be the reason for Outlook to show emails only for one month?,faqitsm85,[34]
faq_itsm_85,How to change the time range of download email for the past in Outlook?,faqitsm85,[34]
faq_itsm_85,Why is Outlook only showing me emails once a month?,faqitsm85,[34]
faq_itsm_85,My Outlook is offline,faqitsm85,[34]
faq_itsm_85,Can you tell me why my Outlook only shows one month of emails?,faqitsm85,[34]
faq_itsm_85,How do I see more than one month of emails in Outlook?,faqitsm85,[34]
faq_itsm_85,Do you know why Outlook would only be showing emails for one month?,faqitsm85,[34]
faq_itsm_85,Help me find the old emails,faqitsm85,[34]
faq_itsm_85,Is there a way to see more than one month of emails in Outlook?,faqitsm85,[34]
faq_itsm_85,How to change the duration of my emails to keep offline?,faqitsm85,[34]
faq_itsm_85,How can I change the duration of email to keep offline?,faqitsm85,[34]
faq_itsm_85,I want to see mails from one year ago,faqitsm85,[34]
faq_itsm_85,How to see mails one year ago in Outlook?,faqitsm85,[34]
faq_itsm_85,Can you tell me how to change the duration of email to keep offline?,faqitsm85,[34]
faq_itsm_85,Why is Outlook showing only a month of emails?,faqitsm85,[34]
faq_itsm_85,Why can't I find old emails?,faqitsm85,[34]
faq_itsm_85,Emails longer than one month are missing after reinstall,faqitsm85,[34]
faq_itsm_85,Is Outlook only supposed to show one month of emails?,faqitsm85,[34]
faq_itsm_85,Can't see old emails in Outlook,faqitsm85,[34]
faq_itsm_85,What to do if there is a problem downloading old mail?,faqitsm85,[34]
faq_itsm_85,Unable to find the old mails,faqitsm85,[34]
faq_itsm_85,The old emails in Outlook are not visible,faqitsm85,[34]
faq_itsm_85,How to change the duration of email to keep offline? I have no idea,faqitsm85,[34]
faq_itsm_85,Cannot see mails from more than one month in Outlook,faqitsm85,[34]
faq_itsm_85,How to change the duration of email to keep offline? Tell me now,faqitsm85,[34]
faq_itsm_85,Can you explain to me why Outlook only shows one month of emails?,faqitsm85,[34]
faq_itsm_85,Why are my emails missing in Outlook?,faqitsm85,[34]
faq_itsm_85,Need help because facing problems downloading old mail,faqitsm85,[34]
faq_itsm_85,How can I view mails from one year ago?,faqitsm85,[34]
faq_itsm_85,Facing issues downloading old mail,faqitsm85,[34]
faq_itsm_85,Unable to see my old mails in Outlook,faqitsm85,[34]
faq_itsm_85,Emails longer than one month are missing post reinstallation,faqitsm85,[34]
teamcenter_access,I'll need teamcenter access,teamcenteraccess,[126]
teamcenter_access,Can I get teamcenter access?,teamcenteraccess,[126]
teamcenter_access,How do I access teamcenter?,teamcenteraccess,[126]
teamcenter_access,Is there a place I can go to get help with TCU access?,teamcenteraccess,[126]
teamcenter_access,I have teamcenter and don't know how to access it,teamcenteraccess,[126]
teamcenter_access,I'm having trouble accessing teamcenter,teamcenteraccess,[126]
teamcenter_access,"For my new role, I need access to teamcenter",teamcenteraccess,[126]
teamcenter_access,How do I find the instructions for teamcenter access?,teamcenteraccess,[126]
teamcenter_access,Give me instructions for accessing teamcenter,teamcenteraccess,[126]
teamcenter_access,Can you tell me where I can see how to get access to TCU?,teamcenteraccess,[126]
teamcenter_access,Can you help me with access for teamcenter?,teamcenteraccess,[126]
teamcenter_access,How can I verify if my teamcenter access is set up and working if I'm seeing issues on my computer?,teamcenteraccess,[126]
teamcenter_access,"Teamcenter is giving me issues when I try to access it, and I need some assistance",teamcenteraccess,[126]
teamcenter_access,Where to submit a teamcenter access request?,teamcenteraccess,[126]
teamcenter_access,What do I need to do to get help with teamcenter access?,teamcenteraccess,[126]
teamcenter_access,What do I do if I want to start with teamcenter access?,teamcenteraccess,[126]
teamcenter_access,Where's the info for accessing teamcenter?,teamcenteraccess,[126]
teamcenter_access,Where can I get information on TCU access?,teamcenteraccess,[126]
teamcenter_access,Who can walk me through teamcenter access?,teamcenteraccess,[126]
teamcenter_access,Teamcenter access process,teamcenteraccess,[126]
teamcenter_access,Could you guide me on how to get access for teamcenter?,teamcenteraccess,[126]
teamcenter_access,"I am unable to access teamcenter, can you help me sort this out?",teamcenteraccess,[126]
teamcenter_access,First access to teamcenter,teamcenteraccess,[126]
teamcenter_access,What would stop me from being able to access teamcenter?,teamcenteraccess,[126]
teamcenter_access,How do I use teamcenter access?,teamcenteraccess,[126]
teamcenter_access,Can I get information on TCU access support?,teamcenteraccess,[126]
teamcenter_access,I need some help with my teamcenter access,teamcenteraccess,[126]
teamcenter_access,How do I get teamcenter help for access?,teamcenteraccess,[126]
teamcenter_access,"Regarding teamcenter, I would like some access",teamcenteraccess,[126]
teamcenter_access,Where do I go for help with accessing TCU?,teamcenteraccess,[126]
teamcenter_access,What do I need to do to verify my teamcenter access and make sure that it's correctly set up on my machine?,teamcenteraccess,[126]
teamcenter_access,Raise a teamcenter access request,teamcenteraccess,[126]
teamcenter_access,I would like more information on teamcenter access,teamcenteraccess,[126]
teamcenter_access,Can you please direct me to the teamcenter access section?,teamcenteraccess,[126]
teamcenter_access,Teamcenter access needed urgently,teamcenteraccess,[126]
teamcenter_access,I would like teamcenter access,teamcenteraccess,[126]
teamcenter_access,What sort of support is available to me for accessing teamcenter?,teamcenteraccess,[126]
teamcenter_access,Can somebody assist me with teamcenter access?,teamcenteraccess,[126]
teamcenter_access,Teamcenter access request,teamcenteraccess,[126]
return_hardware,Can you return my display?,returnhardware,[38]
return_hardware,Return my device,returnhardware,[38]
return_hardware,How would I return a workstation laptop?,returnhardware,[38]
return_hardware,Can you aid me in a return?,returnhardware,[38]
return_hardware,How to change the owner of IT equipment?,returnhardware,[38]
return_hardware,My mouse stopped working and I want to return it,returnhardware,[38]
return_hardware,I have got a new monitor so I want to give back my old one,returnhardware,[38]
return_hardware,Return my office laptop,returnhardware,[38]
return_hardware,"I don't like this device, return it",returnhardware,[38]
return_hardware,Help me return my workstation,returnhardware,[38]
return_hardware,Can I return my broken display?,returnhardware,[38]
return_hardware,"The headset I ordered is not working, can you return it?",returnhardware,[38]
return_hardware,Ship old computer,returnhardware,[38]
return_hardware,I don't like this monitor and want to return it,returnhardware,[38]
return_hardware,I require assistance with returning accessories,returnhardware,[38]
return_hardware,Can I return my adaptor now?,returnhardware,[38]
return_hardware,How would I go about returning accessories?,returnhardware,[38]
return_hardware,Need a ticket to hand in my laptop to IT,returnhardware,[38]
return_hardware,Can you return my monitor?,returnhardware,[38]
return_hardware,I would like to set up the return of a docking station,returnhardware,[38]
return_hardware,I want to return this laptop,returnhardware,[38]
return_hardware,"My laptop is not working properly, I want to return it",returnhardware,[38]
return_hardware,Where can I find equipment which has been assigned to me?,returnhardware,[38]
return_hardware,Return IT device,returnhardware,[38]
return_hardware,I want to give back my speakers,returnhardware,[38]
return_hardware,Return hardware,returnhardware,[38]
return_hardware,Replace my computer,returnhardware,[38]
return_hardware,Replace my laptop,returnhardware,[38]
return_hardware,I have an issue with my laptop and would like to return it,returnhardware,[38]
return_hardware,I have an issue with my monitor and hence would like to return it,returnhardware,[38]
return_hardware,"As I have ordered a new laptop, I want to return my old laptop",returnhardware,[38]
return_hardware,"Return laptop, it's my last working day",returnhardware,[38]
return_hardware,I'd like to return a monitor,returnhardware,[38]
return_hardware,How can I transfer IT equipment to my colleague?,returnhardware,[38]
return_hardware,My headset is broken and I want to return it,returnhardware,[38]
return_hardware,Return equipment,returnhardware,[38]
return_hardware,Help return a former employee's asset,returnhardware,[38]
return_hardware,Return accessories to stockroom,returnhardware,[38]
return_hardware,Returning assigned monitor,returnhardware,[38]
return_hardware,What is the process to return my workstation?,returnhardware,[38]
return_hardware,My laptop has crashed and I would like to return it,returnhardware,[38]
return_hardware,I need to change the owner of the PC,returnhardware,[38]
return_hardware,Return IT accessories,returnhardware,[38]
return_hardware,How do I change my computer?,returnhardware,[38]
return_hardware,My laptop has an issue and I want to give it back,returnhardware,[38]
return_hardware,My monitor needs to be returned,returnhardware,[38]
return_hardware,Need to return the laptop to IT,returnhardware,[38]
return_hardware,I want to return my laptop,returnhardware,[38]
return_hardware,How to return PC,returnhardware,[38]
return_hardware,"Hey, I want to place an order to return my laptop",returnhardware,[38]
return_hardware,I need to change the owner of my ordered device,returnhardware,[38]
return_hardware,How to give back my monitor?,returnhardware,[38]
return_hardware,How to ship the old computers?,returnhardware,[38]
return_hardware,I want to replace my laptop because my laptop is broken,returnhardware,[38]
return_hardware,Help me return my mouse,returnhardware,[38]
return_hardware,Return IT equipment,returnhardware,[38]
return_hardware,What are the devices that I own?,returnhardware,[38]
return_hardware,"I don't want to use my laptop anymore, return it",returnhardware,[38]
faq_itsm_57,How do I get hooked up to the windows wifi?,faqitsm57,[112]
faq_itsm_57,Unable to connect to signify Wi-Fi,faqitsm57,[112]
faq_itsm_57,I am in signify site but still not connecting to network,faqitsm57,[112]
faq_itsm_57,What's the process to connect to the windows wifi?,faqitsm57,[112]
faq_itsm_57,I am unable to connect to Signify Network,faqitsm57,[112]
faq_itsm_57,How to setup wifi Proxy?,faqitsm57,[112]
faq_itsm_57,Can you help me connect to Signify Network?,faqitsm57,[112]
faq_itsm_57,Can you connect me to the signify Wi-Fi?,faqitsm57,[112]
faq_itsm_57,Why am I not able to connect to signify wifi?,faqitsm57,[112]
faq_itsm_57,"I have an issue with wifi, can you do something?",faqitsm57,[112]
faq_itsm_57,Issues logging into wifi,faqitsm57,[112]
faq_itsm_57,I'm not able to connect to signify Wi-Fi,faqitsm57,[112]
faq_itsm_57,Can you show me the steps to connect to wifi on windows?,faqitsm57,[112]
faq_itsm_57,I have an issue with my wifi,faqitsm57,[112]
faq_itsm_57,How do I connect to signify Wi-Fi?,faqitsm57,[112]
faq_itsm_57,I have no internet connection,faqitsm57,[112]
faq_itsm_57,Laptop not connecting to network,faqitsm57,[112]
faq_itsm_57,I need to connect to Signify Network,faqitsm57,[112]
faq_itsm_57,Can you tell me the way to connect to the windows wifi?,faqitsm57,[112]
faq_itsm_57,Why am I having issues logging into wifi?,faqitsm57,[112]
faq_itsm_57,Can I connect to Signify Network?,faqitsm57,[112]
faq_itsm_57,How to connect to wifi on windows,faqitsm57,[112]
faq_itsm_57,How do I connect to the windows wifi?,faqitsm57,[112]
faq_itsm_57,Unable to connect to wifi,faqitsm57,[112]
faq_itsm_57,How can I connect to signify networks?,faqitsm57,[112]
faq_itsm_57,Can you help me connect to the wifi?,faqitsm57,[112]
faq_itsm_57,I am unable to connect to the signify wifi network,faqitsm57,[112]
faq_itsm_57,I need help connecting Windows to WiFi,faqitsm57,[112]
faq_itsm_57,Why is signify wifi not connecting?,faqitsm57,[112]
faq_itsm_57,What do I do to connect to the windows wifi?,faqitsm57,[112]
faq_itsm_57,Please help me connect to the signify Wi-Fi,faqitsm57,[112]
faq_itsm_57,Connect windows wifi,faqitsm57,[112]
faq_itsm_57,How would I connect to the windows wifi?,faqitsm57,[112]
faq_itsm_57,I need help to connect to wifi on windows,faqitsm57,[112]
faq_itsm_57,How to connect to signify wifi,faqitsm57,[112]
faq_itsm_57,Where is the wifi connection in Windows?,faqitsm57,[112]
faq_itsm_57,What's needed for me to connect to the wifi on windows?,faqitsm57,[112]
faq_itsm_57,How do I get my WIFI connected on Windows?,faqitsm57,[112]
faq_itsm_57,Unable to connect signify wifi,faqitsm57,[112]
faq_itsm_57,How can I connect to wifi on windows?,faqitsm57,[112]
faq_securitylegal_nda_1,Legal security,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Want legal help,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Security questions,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Sign-in requirements for my device and the network aren't compatible,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Anti-trust support,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Legal security queries,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Legal assistance needed urgently,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Where can I get legal assistance?,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Security issues,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,What can you tell me about my legal options?,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Anti-trust options please,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,NDA,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Queries about security,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Options for e-learning,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Privacy problem,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,I want to report a security issue,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Anti-corruption,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Legal department,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Export control,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Go to NDA tool,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,E-learning options please,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Anti-trust assistance,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,NDA options,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,I'd like to know all my legal options,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Can you help me with my anti-corruption?,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Need to report a potential security breach,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Anti-trust policy,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Options for legal,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Sanctions,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,List down some e-learning options,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Legal queries,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Help with anti-corruption,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,How to do anti-corruption management?,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,I have a few questions about legal,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,What are the e-learning options available?,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,I'd like to get some legal help,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,What are my anti-trust options?,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Have a question in legal,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Tell me about the legal options I have,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,What are my legal options?,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Why can't I log in to Hyunxing website? Restricted,faqsecuritylegalnda1,[105]
faq_securitylegal_nda_1,Export controls and sanctions,faqsecuritylegalnda1,[105]
sap_role_change,Please ensure Role Changes in SAP HBT,saprolechange,[101]
sap_role_change,I want my SAP role changed,saprolechange,[101]
sap_role_change,SAP role change is a must,saprolechange,[101]
sap_role_change,Update role in SAP,saprolechange,[101]
sap_role_change,Is the role in SAP capable of being changed?,saprolechange,[101]
sap_role_change,SAP role edit help,saprolechange,[101]
sap_role_change,Whom to ask for my role change,saprolechange,[101]
sap_role_change,Some roles in SAP need switching,saprolechange,[101]
sap_role_change,Role change request in PROD SAP HBT - BRP,saprolechange,[101]
sap_role_change,SAP needs to have some of its roles updated,saprolechange,[101]
sap_role_change,Need role swapping in SAP,saprolechange,[101]
sap_role_change,SAP role change request,saprolechange,[101]
sap_role_change,I want to change my SAP role,saprolechange,[101]
sap_role_change,SAP role change is needed,saprolechange,[101]
sap_role_change,Can I change the role in SAP?,saprolechange,[101]
sap_role_change,Is it possible to change the role in SAP?,saprolechange,[101]
sap_role_change,I need information about how I do the update for SAP,saprolechange,[101]
sap_role_change,Can you change the role in SAP?,saprolechange,[101]
sap_role_change,Can you show me where the SAP role change is done?,saprolechange,[101]
sap_role_change,How do I change my role in SAP?,saprolechange,[101]
sap_role_change,How can I change old SAP role to new SAP role?,saprolechange,[101]
sap_role_change,How do I go about getting a change made to an SAP role?,saprolechange,[101]
sap_role_change,Can the role in SAP change?,saprolechange,[101]
sap_role_change,Can you tell me how to request a SAP role change?,saprolechange,[101]
sap_role_change,Where can I ask for role change?,saprolechange,[101]
sap_role_change,Could you please change the role for SAP?,saprolechange,[101]
sap_role_change,Do I have access to updates for SAP?,saprolechange,[101]
sap_role_change,Contact person for SAP role change,saprolechange,[101]
sap_role_change,Modify SAP role,saprolechange,[101]
sap_role_change,Help me change my role in SAP,saprolechange,[101]
sap_role_change,Submit a SAP role change request for me,saprolechange,[101]
sap_role_change,Where do I find SAP role change?,saprolechange,[101]
sap_role_change,How do I change the SAP role?,saprolechange,[101]
sap_role_change,How do I know my role in SAP?,saprolechange,[101]
sap_role_change,Where to ask to change or modify my SAP role?,saprolechange,[101]
sap_role_change,I want a SAP role changed. How can I request this?,saprolechange,[101]
sap_role_change,Change SAP roles for users,saprolechange,[101]
sap_role_change,How can I have changes made to SAP roles?,saprolechange,[101]
sap_role_change,I need to request a SAP role change,saprolechange,[101]
sap_role_change,Where can I request an SAP role change?,saprolechange,[101]
sap_role_change,Is there a way to change the role in SAP?,saprolechange,[101]
sap_role_change,Can changing of duties be done in SAP?,saprolechange,[101]
sap_role_change,How is a request done for role changing in SAP?,saprolechange,[101]
chatgpt,Help me to connect with ChatGPT,chatgpt,[230]
chatgpt,Connect me to ChatGPT,chatgpt,[230]
chatgpt,Need ChatGPT,chatgpt,[230]
chatgpt,What is OpenAI?,chatgpt,[230]
chatgpt,"Hi Thea, can you connect me with GPT?",chatgpt,[230]
chatgpt,I want to talk to GPT,chatgpt,[230]
chatgpt,Need OpenAI,chatgpt,[230]
chatgpt,I want to chat with ChatGPT,chatgpt,[230]
chatgpt,"Hi Thea, can I get any info from ChatGPT?",chatgpt,[230]
chatgpt,Need to use ChatGPT,chatgpt,[230]
chatgpt,I want to connect to OpenAI,chatgpt,[230]
chatgpt,Do you have capabilities of OpenAI?,chatgpt,[230]
chatgpt,I need to connect with GPT now,chatgpt,[230]
chatgpt,Help me connecting with GPT,chatgpt,[230]
chatgpt,How to connect with GPT?,chatgpt,[230]
chatgpt,Need to use GPT,chatgpt,[230]
chatgpt,I need help from ChatGPT,chatgpt,[230]
chatgpt,Help me to make connection with ChatGPT,chatgpt,[230]
chatgpt,What can I get from ChatGPT?,chatgpt,[230]
chatgpt,Capabilities of ChatGPT,chatgpt,[230]
chatgpt,Need to connect with ChatGPT,chatgpt,[230]
chatgpt,Use OpenAI,chatgpt,[230]
chatgpt,Help me to make connection with OpenAI,chatgpt,[230]
chatgpt,Connect me to OpenAI,chatgpt,[230]
chatgpt,Use GPT,chatgpt,[230]
chatgpt,Help me to get data from ChatGPT,chatgpt,[230]
chatgpt,"Thea, can you connect me with ChatGPT?",chatgpt,[230]
chatgpt,How can I use GPT?,chatgpt,[230]
chatgpt,What is ChatGPT?,chatgpt,[230]
chatgpt,Connect OpenAI,chatgpt,[230]
chatgpt,Can I use ChatGPT?,chatgpt,[230]
find_hod_po,Service owner of critical applications,findhodpo,[44]
find_hod_po,Service owner of data services,findhodpo,[44]
find_hod_po,Give me the details of Head of Digital,findhodpo,[44]
find_hod_po,Who is the Head of Technology Services?,findhodpo,[44]
find_hod_po,Give me the details of Product Owner,findhodpo,[44]
find_hod_po,Head of digital enabling,findhodpo,[44]
find_hod_po,Can you give me the details of the Product Owner?,findhodpo,[44]
find_hod_po,Who is my PO?,findhodpo,[44]
find_hod_po,Show the list of functions and sub-functions,findhodpo,[44]
find_hod_po,Product Owner of Paragon,findhodpo,[44]
find_hod_po,Who is my SO?,findhodpo,[44]
find_hod_po,Who are my service owners?,findhodpo,[44]
find_hod_po,I want to know who is the owner and head of critical applications,findhodpo,[44]
find_hod_po,"Who are the HoD, PO, SO in digital?",findhodpo,[44]
find_hod_po,Please give me the name of the Product Owner,findhodpo,[44]
find_hod_po,Can I get the details of all the product owners and service owners?,findhodpo,[44]
find_hod_po,Who is the service owner of backbone services?,findhodpo,[44]
find_hod_po,Show the list of verticals,findhodpo,[44]
find_hod_po,Owner of technology services,findhodpo,[44]
find_hod_po,Head of Central Functions,findhodpo,[44]
find_hod_po,Product owners in digital,findhodpo,[44]
find_hod_po,Who is the service owner of Onsite Services IT & OT?,findhodpo,[44]
find_hod_po,List of service owners,findhodpo,[44]
find_hod_po,Can you please tell me the details of the Product Owner?,findhodpo,[44]
